,notification_date,TY,SType
62,8/24/2020,1,Fairfield
63,8/26/2020,2,Fairfield
64,8/27/2020,3,Fairfield
65,8/30/2020,1,Fairfield
66,9/16/2020,1,Fairfield
67,9/28/2020,1,Fairfield
68,10/26/2020,1,Fairfield
69,10/30/2020,1,Fairfield
70,11/2/2020,1,Fairfield
71,11/3/2020,2,Fairfield
72,12/13/2020,1,Fairfield
73,12/22/2020,1,Fairfield
74,2/5/2021,1,Fairfield
75,3/19/2021,2,Fairfield
76,5/3/2021,1,Fairfield
77,6/6/2021,1,Fairfield
78,6/26/2021,2,Fairfield
79,6/27/2021,1,Fairfield
80,6/30/2021,1,Fairfield
81,7/1/2021,3,Fairfield
82,7/2/2021,4,Fairfield
83,7/3/2021,3,Fairfield
84,7/4/2021,1,Fairfield
85,7/5/2021,2,Fairfield
86,7/6/2021,11,Fairfield
87,7/7/2021,10,Fairfield
88,7/8/2021,9,Fairfield
89,7/9/2021,19,Fairfield
90,7/10/2021,59,Fairfield
91,7/11/2021,74,Fairfield
92,7/12/2021,38,Fairfield
93,7/13/2021,48,Fairfield
94,7/14/2021,41,Fairfield
95,7/15/2021,56,Fairfield
96,7/16/2021,60,Fairfield
97,7/17/2021,63,Fairfield
98,7/18/2021,50,Fairfield
99,7/19/2021,27,Fairfield
100,7/20/2021,33,Fairfield
101,7/21/2021,40,Fairfield
102,7/22/2021,29,Fairfield
103,7/23/2021,37,Fairfield
104,7/24/2021,33,Fairfield
105,7/25/2021,16,Fairfield
106,7/26/2021,27,Fairfield
107,7/27/2021,37,Fairfield
108,7/28/2021,48,Fairfield
109,7/29/2021,21,Fairfield
110,7/30/2021,22,Fairfield
111,7/31/2021,43,Fairfield
112,8/1/2021,15,Fairfield
113,8/2/2021,15,Fairfield
114,8/3/2021,18,Fairfield
115,8/4/2021,25,Fairfield
116,8/5/2021,20,Fairfield
117,8/6/2021,27,Fairfield
118,8/7/2021,24,Fairfield
119,8/8/2021,21,Fairfield
120,8/9/2021,19,Fairfield
121,8/10/2021,26,Fairfield
122,8/11/2021,37,Fairfield
123,8/12/2021,25,Fairfield
0,3/2/2020,1,Bayside
1,3/11/2020,3,Bayside
2,3/13/2020,1,Bayside
3,3/16/2020,1,Bayside
4,3/17/2020,2,Bayside
5,3/20/2020,1,Bayside
6,3/22/2020,2,Bayside
7,3/23/2020,2,Bayside
8,3/24/2020,2,Bayside
9,3/25/2020,3,Bayside
10,3/27/2020,3,Bayside
11,3/28/2020,3,Bayside
12,3/29/2020,7,Bayside
13,3/30/2020,3,Bayside
14,3/31/2020,5,Bayside
15,4/1/2020,1,Bayside
16,4/2/2020,1,Bayside
17,4/3/2020,2,Bayside
18,4/4/2020,5,Bayside
19,4/5/2020,3,Bayside
20,4/6/2020,6,Bayside
21,4/7/2020,2,Bayside
22,4/8/2020,2,Bayside
23,4/10/2020,1,Bayside
24,4/11/2020,1,Bayside
25,4/12/2020,1,Bayside
26,4/13/2020,1,Bayside
27,4/16/2020,1,Bayside
28,7/10/2020,1,Bayside
29,7/12/2020,1,Bayside
30,7/16/2020,1,Bayside
31,7/19/2020,1,Bayside
32,7/30/2020,1,Bayside
33,8/27/2020,1,Bayside
34,9/2/2020,1,Bayside
35,9/22/2020,3,Bayside
36,10/14/2020,1,Bayside
37,10/20/2020,1,Bayside
38,10/30/2020,1,Bayside
39,11/1/2020,1,Bayside
40,11/22/2020,1,Bayside
41,12/29/2020,1,Bayside
42,1/1/2021,1,Bayside
43,1/20/2021,1,Bayside
44,1/29/2021,1,Bayside
45,2/10/2021,1,Bayside
46,3/17/2021,2,Bayside
47,3/20/2021,1,Bayside
48,5/2/2021,1,Bayside
49,5/8/2021,1,Bayside
50,6/15/2021,1,Bayside
51,6/20/2021,1,Bayside
52,6/21/2021,1,Bayside
53,6/22/2021,1,Bayside
54,6/25/2021,1,Bayside
55,6/26/2021,3,Bayside
56,6/27/2021,1,Bayside
57,6/29/2021,1,Bayside
58,6/30/2021,2,Bayside
59,7/2/2021,2,Bayside
60,7/4/2021,1,Bayside
61,7/5/2021,1,Bayside
62,7/8/2021,4,Bayside
63,7/9/2021,4,Bayside
64,7/10/2021,1,Bayside
65,7/12/2021,6,Bayside
66,7/13/2021,3,Bayside
67,7/14/2021,3,Bayside
68,7/15/2021,1,Bayside
69,7/16/2021,1,Bayside
70,7/17/2021,1,Bayside
71,7/18/2021,1,Bayside
72,7/19/2021,3,Bayside
73,7/20/2021,3,Bayside
74,7/21/2021,3,Bayside
75,7/22/2021,4,Bayside
76,7/23/2021,2,Bayside
77,7/24/2021,1,Bayside
78,7/25/2021,4,Bayside
79,7/26/2021,3,Bayside
80,7/27/2021,6,Bayside
81,7/28/2021,7,Bayside
82,7/29/2021,4,Bayside
83,7/30/2021,5,Bayside
84,7/31/2021,2,Bayside
85,8/1/2021,2,Bayside
86,8/2/2021,3,Bayside
87,8/3/2021,5,Bayside
88,8/4/2021,8,Bayside
89,8/5/2021,4,Bayside
90,8/6/2021,9,Bayside
91,8/7/2021,2,Bayside
92,8/8/2021,16,Bayside
93,8/9/2021,15,Bayside
94,8/10/2021,8,Bayside
95,8/11/2021,4,Bayside
96,8/12/2021,11,Bayside
0,3/3/2020,2,Canterbury-Bankstown
1,3/15/2020,1,Canterbury-Bankstown
2,3/16/2020,1,Canterbury-Bankstown
3,3/18/2020,1,Canterbury-Bankstown
4,3/19/2020,3,Canterbury-Bankstown
5,3/20/2020,6,Canterbury-Bankstown
6,3/21/2020,1,Canterbury-Bankstown
7,3/22/2020,6,Canterbury-Bankstown
8,3/23/2020,5,Canterbury-Bankstown
9,3/24/2020,6,Canterbury-Bankstown
10,3/25/2020,9,Canterbury-Bankstown
11,3/26/2020,8,Canterbury-Bankstown
12,3/27/2020,4,Canterbury-Bankstown
13,3/28/2020,5,Canterbury-Bankstown
14,3/29/2020,4,Canterbury-Bankstown
15,3/30/2020,5,Canterbury-Bankstown
16,3/31/2020,5,Canterbury-Bankstown
17,4/1/2020,1,Canterbury-Bankstown
18,4/2/2020,3,Canterbury-Bankstown
19,4/3/2020,3,Canterbury-Bankstown
20,4/4/2020,1,Canterbury-Bankstown
21,4/5/2020,1,Canterbury-Bankstown
22,4/8/2020,3,Canterbury-Bankstown
23,4/9/2020,1,Canterbury-Bankstown
24,4/10/2020,1,Canterbury-Bankstown
25,4/15/2020,1,Canterbury-Bankstown
26,4/18/2020,1,Canterbury-Bankstown
27,4/19/2020,1,Canterbury-Bankstown
28,4/23/2020,2,Canterbury-Bankstown
29,4/28/2020,3,Canterbury-Bankstown
30,4/29/2020,1,Canterbury-Bankstown
31,5/19/2020,1,Canterbury-Bankstown
32,6/9/2020,1,Canterbury-Bankstown
33,6/12/2020,1,Canterbury-Bankstown
34,6/13/2020,1,Canterbury-Bankstown
35,6/21/2020,1,Canterbury-Bankstown
36,6/23/2020,1,Canterbury-Bankstown
37,6/26/2020,1,Canterbury-Bankstown
38,6/27/2020,1,Canterbury-Bankstown
39,6/30/2020,1,Canterbury-Bankstown
40,7/4/2020,3,Canterbury-Bankstown
41,7/5/2020,1,Canterbury-Bankstown
42,7/6/2020,2,Canterbury-Bankstown
43,7/12/2020,1,Canterbury-Bankstown
44,7/16/2020,2,Canterbury-Bankstown
45,7/17/2020,1,Canterbury-Bankstown
46,7/18/2020,3,Canterbury-Bankstown
47,7/21/2020,1,Canterbury-Bankstown
48,7/24/2020,4,Canterbury-Bankstown
49,7/25/2020,4,Canterbury-Bankstown
50,7/26/2020,1,Canterbury-Bankstown
51,7/27/2020,3,Canterbury-Bankstown
52,7/30/2020,3,Canterbury-Bankstown
53,7/31/2020,1,Canterbury-Bankstown
54,8/3/2020,1,Canterbury-Bankstown
55,8/5/2020,1,Canterbury-Bankstown
56,8/10/2020,1,Canterbury-Bankstown
57,8/11/2020,1,Canterbury-Bankstown
58,8/12/2020,2,Canterbury-Bankstown
59,8/13/2020,3,Canterbury-Bankstown
60,8/15/2020,2,Canterbury-Bankstown
61,8/21/2020,1,Canterbury-Bankstown
62,8/28/2020,1,Canterbury-Bankstown
63,8/30/2020,1,Canterbury-Bankstown
64,9/1/2020,1,Canterbury-Bankstown
65,9/2/2020,2,Canterbury-Bankstown
66,9/3/2020,2,Canterbury-Bankstown
67,9/4/2020,2,Canterbury-Bankstown
68,9/5/2020,3,Canterbury-Bankstown
69,9/7/2020,1,Canterbury-Bankstown
70,9/13/2020,1,Canterbury-Bankstown
71,9/16/2020,1,Canterbury-Bankstown
72,10/1/2020,1,Canterbury-Bankstown
73,10/10/2020,1,Canterbury-Bankstown
74,10/11/2020,1,Canterbury-Bankstown
75,10/13/2020,2,Canterbury-Bankstown
76,10/14/2020,1,Canterbury-Bankstown
77,10/18/2020,1,Canterbury-Bankstown
78,11/5/2020,1,Canterbury-Bankstown
79,11/7/2020,1,Canterbury-Bankstown
80,11/11/2020,1,Canterbury-Bankstown
81,11/18/2020,1,Canterbury-Bankstown
82,11/19/2020,1,Canterbury-Bankstown
83,11/30/2020,1,Canterbury-Bankstown
84,12/1/2020,1,Canterbury-Bankstown
85,12/14/2020,1,Canterbury-Bankstown
86,12/16/2020,1,Canterbury-Bankstown
87,12/18/2020,4,Canterbury-Bankstown
88,12/21/2020,1,Canterbury-Bankstown
89,12/24/2020,1,Canterbury-Bankstown
90,12/29/2020,5,Canterbury-Bankstown
91,12/31/2020,1,Canterbury-Bankstown
92,1/1/2021,1,Canterbury-Bankstown
93,1/3/2021,1,Canterbury-Bankstown
94,1/4/2021,1,Canterbury-Bankstown
95,1/7/2021,1,Canterbury-Bankstown
96,1/8/2021,3,Canterbury-Bankstown
97,1/9/2021,3,Canterbury-Bankstown
98,1/10/2021,1,Canterbury-Bankstown
99,1/11/2021,3,Canterbury-Bankstown
100,1/14/2021,1,Canterbury-Bankstown
101,1/15/2021,1,Canterbury-Bankstown
102,1/16/2021,1,Canterbury-Bankstown
103,1/25/2021,1,Canterbury-Bankstown
104,1/30/2021,1,Canterbury-Bankstown
105,2/7/2021,1,Canterbury-Bankstown
106,2/22/2021,1,Canterbury-Bankstown
107,2/25/2021,2,Canterbury-Bankstown
108,2/26/2021,2,Canterbury-Bankstown
109,3/2/2021,2,Canterbury-Bankstown
110,3/4/2021,4,Canterbury-Bankstown
111,3/5/2021,2,Canterbury-Bankstown
112,3/6/2021,1,Canterbury-Bankstown
113,3/11/2021,3,Canterbury-Bankstown
114,3/13/2021,1,Canterbury-Bankstown
115,3/23/2021,1,Canterbury-Bankstown
116,3/25/2021,2,Canterbury-Bankstown
117,4/2/2021,1,Canterbury-Bankstown
118,4/4/2021,1,Canterbury-Bankstown
119,4/18/2021,1,Canterbury-Bankstown
120,4/21/2021,1,Canterbury-Bankstown
121,4/26/2021,1,Canterbury-Bankstown
122,5/3/2021,1,Canterbury-Bankstown
123,5/5/2021,1,Canterbury-Bankstown
124,5/7/2021,1,Canterbury-Bankstown
125,5/9/2021,2,Canterbury-Bankstown
126,5/13/2021,2,Canterbury-Bankstown
127,5/15/2021,2,Canterbury-Bankstown
128,5/21/2021,1,Canterbury-Bankstown
129,6/6/2021,1,Canterbury-Bankstown
130,6/7/2021,1,Canterbury-Bankstown
131,6/8/2021,1,Canterbury-Bankstown
132,6/9/2021,1,Canterbury-Bankstown
133,6/13/2021,1,Canterbury-Bankstown
134,6/25/2021,2,Canterbury-Bankstown
135,6/26/2021,3,Canterbury-Bankstown
136,6/27/2021,6,Canterbury-Bankstown
137,6/28/2021,2,Canterbury-Bankstown
138,6/29/2021,1,Canterbury-Bankstown
139,6/30/2021,4,Canterbury-Bankstown
140,7/1/2021,3,Canterbury-Bankstown
141,7/2/2021,4,Canterbury-Bankstown
142,7/3/2021,1,Canterbury-Bankstown
143,7/4/2021,1,Canterbury-Bankstown
144,7/5/2021,3,Canterbury-Bankstown
145,7/6/2021,5,Canterbury-Bankstown
146,7/7/2021,8,Canterbury-Bankstown
147,7/8/2021,13,Canterbury-Bankstown
148,7/9/2021,10,Canterbury-Bankstown
149,7/10/2021,12,Canterbury-Bankstown
150,7/11/2021,10,Canterbury-Bankstown
151,7/12/2021,8,Canterbury-Bankstown
152,7/13/2021,14,Canterbury-Bankstown
153,7/14/2021,5,Canterbury-Bankstown
154,7/15/2021,7,Canterbury-Bankstown
155,7/16/2021,14,Canterbury-Bankstown
156,7/17/2021,9,Canterbury-Bankstown
157,7/18/2021,12,Canterbury-Bankstown
158,7/19/2021,11,Canterbury-Bankstown
159,7/20/2021,18,Canterbury-Bankstown
160,7/21/2021,31,Canterbury-Bankstown
161,7/22/2021,29,Canterbury-Bankstown
162,7/23/2021,30,Canterbury-Bankstown
163,7/24/2021,36,Canterbury-Bankstown
164,7/25/2021,49,Canterbury-Bankstown
165,7/26/2021,29,Canterbury-Bankstown
166,7/27/2021,32,Canterbury-Bankstown
167,7/28/2021,68,Canterbury-Bankstown
168,7/29/2021,43,Canterbury-Bankstown
169,7/30/2021,51,Canterbury-Bankstown
170,7/31/2021,83,Canterbury-Bankstown
171,8/1/2021,49,Canterbury-Bankstown
172,8/2/2021,66,Canterbury-Bankstown
173,8/3/2021,80,Canterbury-Bankstown
174,8/4/2021,50,Canterbury-Bankstown
175,8/5/2021,94,Canterbury-Bankstown
176,8/6/2021,67,Canterbury-Bankstown
177,8/7/2021,62,Canterbury-Bankstown
178,8/8/2021,57,Canterbury-Bankstown
179,8/9/2021,66,Canterbury-Bankstown
180,8/10/2021,79,Canterbury-Bankstown
181,8/11/2021,96,Canterbury-Bankstown
182,8/12/2021,48,Canterbury-Bankstown
0,3/3/2020,1,Ryde
1,3/4/2020,4,Ryde
2,3/5/2020,1,Ryde
3,3/9/2020,1,Ryde
4,3/11/2020,1,Ryde
5,3/12/2020,1,Ryde
6,3/13/2020,1,Ryde
7,3/15/2020,1,Ryde
8,3/16/2020,1,Ryde
9,3/17/2020,1,Ryde
10,3/19/2020,1,Ryde
11,3/20/2020,4,Ryde
12,3/21/2020,1,Ryde
13,3/22/2020,3,Ryde
14,3/23/2020,4,Ryde
15,3/24/2020,5,Ryde
16,3/25/2020,3,Ryde
17,3/26/2020,3,Ryde
18,3/27/2020,5,Ryde
19,3/28/2020,7,Ryde
20,3/29/2020,1,Ryde
21,3/30/2020,4,Ryde
22,3/31/2020,3,Ryde
23,4/1/2020,5,Ryde
24,4/3/2020,1,Ryde
25,4/4/2020,1,Ryde
26,4/5/2020,1,Ryde
27,4/6/2020,1,Ryde
28,4/10/2020,2,Ryde
29,4/15/2020,2,Ryde
30,7/14/2020,2,Ryde
31,7/22/2020,1,Ryde
32,8/10/2020,1,Ryde
33,10/9/2020,2,Ryde
34,12/2/2020,1,Ryde
35,12/18/2020,1,Ryde
36,12/29/2020,1,Ryde
37,12/30/2020,1,Ryde
38,1/5/2021,1,Ryde
39,1/27/2021,1,Ryde
40,3/8/2021,1,Ryde
41,3/17/2021,1,Ryde
42,3/21/2021,1,Ryde
43,4/4/2021,1,Ryde
44,4/16/2021,1,Ryde
45,4/20/2021,1,Ryde
46,4/21/2021,1,Ryde
47,5/7/2021,1,Ryde
48,6/4/2021,1,Ryde
49,6/9/2021,1,Ryde
50,6/13/2021,1,Ryde
51,6/21/2021,1,Ryde
52,7/11/2021,1,Ryde
53,7/20/2021,1,Ryde
54,7/23/2021,3,Ryde
55,7/25/2021,1,Ryde
56,7/26/2021,1,Ryde
57,7/29/2021,3,Ryde
58,7/30/2021,3,Ryde
59,7/31/2021,2,Ryde
60,8/1/2021,1,Ryde
61,8/2/2021,1,Ryde
62,8/4/2021,1,Ryde
63,8/5/2021,3,Ryde
64,8/6/2021,1,Ryde
65,8/7/2021,2,Ryde
66,8/8/2021,6,Ryde
67,8/9/2021,4,Ryde
68,8/10/2021,3,Ryde
69,8/11/2021,2,Ryde
70,8/12/2021,5,Ryde
0,3/3/2020,2,The Hills Shire
1,3/14/2020,1,The Hills Shire
2,3/16/2020,2,The Hills Shire
3,3/18/2020,1,The Hills Shire
4,3/19/2020,2,The Hills Shire
5,3/20/2020,1,The Hills Shire
6,3/21/2020,2,The Hills Shire
7,3/22/2020,4,The Hills Shire
8,3/23/2020,3,The Hills Shire
9,3/24/2020,4,The Hills Shire
10,3/25/2020,3,The Hills Shire
11,3/26/2020,1,The Hills Shire
12,3/27/2020,1,The Hills Shire
13,3/28/2020,8,The Hills Shire
14,3/29/2020,6,The Hills Shire
15,3/30/2020,1,The Hills Shire
16,3/31/2020,5,The Hills Shire
17,4/1/2020,4,The Hills Shire
18,4/2/2020,3,The Hills Shire
19,4/4/2020,2,The Hills Shire
20,4/5/2020,1,The Hills Shire
21,4/11/2020,1,The Hills Shire
22,4/17/2020,1,The Hills Shire
23,4/25/2020,1,The Hills Shire
24,4/28/2020,1,The Hills Shire
25,5/14/2020,1,The Hills Shire
26,5/30/2020,2,The Hills Shire
27,7/5/2020,1,The Hills Shire
28,7/19/2020,2,The Hills Shire
29,7/20/2020,2,The Hills Shire
30,7/21/2020,1,The Hills Shire
31,7/23/2020,1,The Hills Shire
32,7/28/2020,1,The Hills Shire
33,8/2/2020,1,The Hills Shire
34,8/7/2020,1,The Hills Shire
35,8/8/2020,1,The Hills Shire
36,8/9/2020,7,The Hills Shire
37,8/10/2020,3,The Hills Shire
38,8/11/2020,1,The Hills Shire
39,8/12/2020,1,The Hills Shire
40,8/14/2020,1,The Hills Shire
41,8/15/2020,2,The Hills Shire
42,8/18/2020,2,The Hills Shire
43,8/20/2020,1,The Hills Shire
44,8/21/2020,1,The Hills Shire
45,8/24/2020,1,The Hills Shire
46,9/6/2020,1,The Hills Shire
47,10/10/2020,1,The Hills Shire
48,10/16/2020,1,The Hills Shire
49,10/18/2020,1,The Hills Shire
50,10/23/2020,1,The Hills Shire
51,10/26/2020,1,The Hills Shire
52,12/5/2020,1,The Hills Shire
53,12/10/2020,1,The Hills Shire
54,12/17/2020,1,The Hills Shire
55,12/22/2020,1,The Hills Shire
56,12/24/2020,1,The Hills Shire
57,12/26/2020,1,The Hills Shire
58,12/29/2020,1,The Hills Shire
59,1/31/2021,1,The Hills Shire
60,2/20/2021,1,The Hills Shire
61,2/22/2021,1,The Hills Shire
62,2/23/2021,2,The Hills Shire
63,2/26/2021,1,The Hills Shire
64,3/23/2021,1,The Hills Shire
65,4/20/2021,2,The Hills Shire
66,5/3/2021,1,The Hills Shire
67,5/8/2021,2,The Hills Shire
68,5/16/2021,1,The Hills Shire
69,5/28/2021,1,The Hills Shire
70,5/29/2021,1,The Hills Shire
71,6/4/2021,1,The Hills Shire
72,6/6/2021,1,The Hills Shire
73,6/7/2021,1,The Hills Shire
74,6/14/2021,1,The Hills Shire
75,6/23/2021,1,The Hills Shire
76,6/25/2021,1,The Hills Shire
77,6/29/2021,1,The Hills Shire
78,6/30/2021,1,The Hills Shire
79,7/3/2021,5,The Hills Shire
80,7/4/2021,3,The Hills Shire
81,7/6/2021,1,The Hills Shire
82,7/14/2021,2,The Hills Shire
83,7/22/2021,1,The Hills Shire
84,7/25/2021,5,The Hills Shire
85,7/26/2021,1,The Hills Shire
86,7/28/2021,2,The Hills Shire
87,7/29/2021,2,The Hills Shire
88,7/30/2021,5,The Hills Shire
89,7/31/2021,1,The Hills Shire
90,8/1/2021,2,The Hills Shire
91,8/2/2021,1,The Hills Shire
92,8/3/2021,4,The Hills Shire
93,8/4/2021,1,The Hills Shire
94,8/5/2021,1,The Hills Shire
95,8/6/2021,2,The Hills Shire
96,8/7/2021,5,The Hills Shire
97,8/9/2021,2,The Hills Shire
98,8/10/2021,1,The Hills Shire
99,8/11/2021,3,The Hills Shire
0,3/3/2020,1,Sutherland Shire
1,3/5/2020,1,Sutherland Shire
2,3/6/2020,1,Sutherland Shire
3,3/12/2020,1,Sutherland Shire
4,3/13/2020,1,Sutherland Shire
5,3/14/2020,1,Sutherland Shire
6,3/15/2020,1,Sutherland Shire
7,3/16/2020,1,Sutherland Shire
8,3/17/2020,7,Sutherland Shire
9,3/18/2020,4,Sutherland Shire
10,3/19/2020,2,Sutherland Shire
11,3/20/2020,4,Sutherland Shire
12,3/21/2020,7,Sutherland Shire
13,3/22/2020,9,Sutherland Shire
14,3/23/2020,8,Sutherland Shire
15,3/24/2020,2,Sutherland Shire
16,3/25/2020,5,Sutherland Shire
17,3/26/2020,6,Sutherland Shire
18,3/27/2020,2,Sutherland Shire
19,3/28/2020,11,Sutherland Shire
20,3/29/2020,3,Sutherland Shire
21,3/30/2020,2,Sutherland Shire
22,3/31/2020,4,Sutherland Shire
23,4/1/2020,4,Sutherland Shire
24,4/2/2020,8,Sutherland Shire
25,4/3/2020,2,Sutherland Shire
26,4/4/2020,2,Sutherland Shire
27,4/5/2020,3,Sutherland Shire
28,4/6/2020,2,Sutherland Shire
29,4/7/2020,3,Sutherland Shire
30,4/8/2020,1,Sutherland Shire
31,4/9/2020,1,Sutherland Shire
32,4/11/2020,1,Sutherland Shire
33,4/16/2020,1,Sutherland Shire
34,4/17/2020,1,Sutherland Shire
35,4/18/2020,1,Sutherland Shire
36,5/12/2020,2,Sutherland Shire
37,6/12/2020,1,Sutherland Shire
38,6/13/2020,1,Sutherland Shire
39,7/3/2020,1,Sutherland Shire
40,7/17/2020,1,Sutherland Shire
41,7/19/2020,3,Sutherland Shire
42,7/22/2020,1,Sutherland Shire
43,7/30/2020,1,Sutherland Shire
44,8/1/2020,1,Sutherland Shire
45,8/8/2020,1,Sutherland Shire
46,8/18/2020,1,Sutherland Shire
47,8/27/2020,2,Sutherland Shire
48,8/30/2020,1,Sutherland Shire
49,9/4/2020,1,Sutherland Shire
50,9/7/2020,1,Sutherland Shire
51,9/18/2020,1,Sutherland Shire
52,9/25/2020,1,Sutherland Shire
53,10/18/2020,1,Sutherland Shire
54,10/19/2020,1,Sutherland Shire
55,10/29/2020,1,Sutherland Shire
56,11/14/2020,1,Sutherland Shire
57,11/20/2020,1,Sutherland Shire
58,11/21/2020,2,Sutherland Shire
59,12/5/2020,2,Sutherland Shire
60,12/9/2020,2,Sutherland Shire
61,12/17/2020,1,Sutherland Shire
62,12/25/2020,1,Sutherland Shire
63,12/28/2020,1,Sutherland Shire
64,1/15/2021,1,Sutherland Shire
65,5/11/2021,1,Sutherland Shire
66,6/20/2021,1,Sutherland Shire
67,6/23/2021,1,Sutherland Shire
68,6/24/2021,1,Sutherland Shire
69,7/6/2021,1,Sutherland Shire
70,7/7/2021,1,Sutherland Shire
71,7/9/2021,4,Sutherland Shire
72,7/10/2021,2,Sutherland Shire
73,7/12/2021,4,Sutherland Shire
74,7/13/2021,3,Sutherland Shire
75,7/14/2021,3,Sutherland Shire
76,7/16/2021,1,Sutherland Shire
77,7/18/2021,3,Sutherland Shire
78,7/20/2021,1,Sutherland Shire
79,7/22/2021,1,Sutherland Shire
80,7/23/2021,3,Sutherland Shire
81,7/24/2021,4,Sutherland Shire
82,7/25/2021,2,Sutherland Shire
83,7/27/2021,1,Sutherland Shire
84,8/1/2021,1,Sutherland Shire
85,8/2/2021,2,Sutherland Shire
86,8/4/2021,1,Sutherland Shire
87,8/6/2021,2,Sutherland Shire
88,8/7/2021,2,Sutherland Shire
89,8/8/2021,1,Sutherland Shire
90,8/9/2021,2,Sutherland Shire
91,8/10/2021,3,Sutherland Shire
92,8/11/2021,1,Sutherland Shire
93,8/12/2021,4,Sutherland Shire
0,3/4/2020,1,Northern Beaches
1,3/6/2020,1,Northern Beaches
2,3/11/2020,1,Northern Beaches
3,3/14/2020,2,Northern Beaches
4,3/15/2020,1,Northern Beaches
5,3/17/2020,7,Northern Beaches
6,3/19/2020,3,Northern Beaches
7,3/20/2020,4,Northern Beaches
8,3/21/2020,12,Northern Beaches
9,3/22/2020,7,Northern Beaches
10,3/23/2020,6,Northern Beaches
11,3/24/2020,11,Northern Beaches
12,3/25/2020,11,Northern Beaches
13,3/26/2020,12,Northern Beaches
14,3/27/2020,8,Northern Beaches
15,3/28/2020,11,Northern Beaches
16,3/29/2020,6,Northern Beaches
17,3/30/2020,7,Northern Beaches
18,3/31/2020,10,Northern Beaches
19,4/1/2020,7,Northern Beaches
20,4/2/2020,2,Northern Beaches
21,4/3/2020,7,Northern Beaches
22,4/4/2020,3,Northern Beaches
23,4/5/2020,2,Northern Beaches
24,4/6/2020,1,Northern Beaches
25,4/7/2020,1,Northern Beaches
26,4/8/2020,2,Northern Beaches
27,4/9/2020,2,Northern Beaches
28,4/10/2020,1,Northern Beaches
29,4/11/2020,1,Northern Beaches
30,4/13/2020,1,Northern Beaches
31,4/15/2020,2,Northern Beaches
32,4/16/2020,1,Northern Beaches
33,4/19/2020,2,Northern Beaches
34,4/20/2020,1,Northern Beaches
35,4/27/2020,1,Northern Beaches
36,7/3/2020,1,Northern Beaches
37,7/12/2020,1,Northern Beaches
38,7/13/2020,1,Northern Beaches
39,7/29/2020,1,Northern Beaches
40,8/4/2020,1,Northern Beaches
41,8/17/2020,1,Northern Beaches
42,8/18/2020,1,Northern Beaches
43,8/25/2020,1,Northern Beaches
44,8/31/2020,1,Northern Beaches
45,10/25/2020,1,Northern Beaches
46,11/2/2020,1,Northern Beaches
47,11/3/2020,1,Northern Beaches
48,11/23/2020,1,Northern Beaches
49,11/27/2020,2,Northern Beaches
50,11/29/2020,1,Northern Beaches
51,12/3/2020,2,Northern Beaches
52,12/13/2020,1,Northern Beaches
53,12/16/2020,3,Northern Beaches
54,12/17/2020,21,Northern Beaches
55,12/18/2020,14,Northern Beaches
56,12/19/2020,22,Northern Beaches
57,12/20/2020,10,Northern Beaches
58,12/21/2020,4,Northern Beaches
59,12/22/2020,3,Northern Beaches
60,12/23/2020,7,Northern Beaches
61,12/24/2020,2,Northern Beaches
62,12/25/2020,4,Northern Beaches
63,12/26/2020,4,Northern Beaches
64,12/27/2020,5,Northern Beaches
65,12/28/2020,1,Northern Beaches
66,12/29/2020,5,Northern Beaches
67,12/30/2020,1,Northern Beaches
68,1/2/2021,1,Northern Beaches
69,1/7/2021,1,Northern Beaches
70,1/8/2021,1,Northern Beaches
71,1/10/2021,1,Northern Beaches
72,1/11/2021,1,Northern Beaches
73,1/16/2021,2,Northern Beaches
74,1/25/2021,1,Northern Beaches
75,4/18/2021,1,Northern Beaches
76,7/11/2021,1,Northern Beaches
77,7/12/2021,1,Northern Beaches
78,7/13/2021,1,Northern Beaches
79,7/15/2021,1,Northern Beaches
80,7/18/2021,1,Northern Beaches
81,7/20/2021,2,Northern Beaches
82,7/21/2021,2,Northern Beaches
83,7/22/2021,1,Northern Beaches
84,7/24/2021,2,Northern Beaches
85,7/25/2021,9,Northern Beaches
86,7/26/2021,2,Northern Beaches
87,7/27/2021,1,Northern Beaches
88,7/28/2021,1,Northern Beaches
89,7/29/2021,2,Northern Beaches
90,7/30/2021,1,Northern Beaches
91,7/31/2021,1,Northern Beaches
92,8/1/2021,2,Northern Beaches
93,8/3/2021,1,Northern Beaches
94,8/4/2021,1,Northern Beaches
95,8/5/2021,6,Northern Beaches
96,8/7/2021,3,Northern Beaches
97,8/8/2021,4,Northern Beaches
98,8/10/2021,1,Northern Beaches
99,8/11/2021,4,Northern Beaches
0,3/4/2020,1,Sydney
1,3/9/2020,2,Sydney
2,3/11/2020,1,Sydney
3,3/13/2020,2,Sydney
4,3/14/2020,3,Sydney
5,3/15/2020,2,Sydney
6,3/17/2020,5,Sydney
7,3/18/2020,10,Sydney
8,3/19/2020,6,Sydney
9,3/20/2020,5,Sydney
10,3/21/2020,4,Sydney
11,3/22/2020,5,Sydney
12,3/23/2020,7,Sydney
13,3/24/2020,13,Sydney
14,3/25/2020,8,Sydney
15,3/26/2020,10,Sydney
16,3/27/2020,9,Sydney
17,3/28/2020,3,Sydney
18,3/29/2020,10,Sydney
19,3/30/2020,2,Sydney
20,3/31/2020,3,Sydney
21,4/1/2020,12,Sydney
